Player,Team,League,Version,OVR,POS,BIN,PAC,SHO,PAS,DRI,DEF,PHY,S/M,W/F,W/Rs,Foot,Stats
Sam Long,Oxford United,ENG 4,silver-nr,66,RB,200,67,46,58,62,63,67,2,3,M/M,Right,"1,650"

Sven Sonnenberg,Heracles Almelo,NED 1,silver-nr,66,CB,800,62,28,41,49,66,75,2,3,M/M,Right,"1,366"

Yoichiro Kakitani,Nagoya Grampus,JPN 1,silver-nr,66,CF,200,73,65,61,67,29,61,3,3,M/M,Right,"1,597"

Martin Rabunal,Rosario Central,ARG 1,sudamericana,66,CDM,200,59,41,58,58,65,69,2,3,M/M,Right,"1,568"

Arild Ostbo,Viking FK,NOR 1,silver-nr,66,GK,250,66,63,62,67,24,61,1,2,M/M,Right,741

Jakob Haugaard,AIK,SWE 1,silver,66,GK,2.8K,65,63,77,66,43,66,1,3,M/M,Left,861

Liu Yang,Shandong Luneng Taishan,CHN 1,silver-nr,66,LB,700,76,53,57,64,62,64,2,3,M/M,Left,"1,660"

Guillermo,Burgos CF,ESP 2,silver-nr,66,ST,200,72,66,59,65,32,71,3,3,H/M,Right,"1,686"

Mads Roerslev,Brentford,ENG 1,silver-nr,66,RB,4K,75,39,59,63,60,65,3,3,M/M,Right,"1,610"

Javi Lara,UD Ibiza,ESP 2,silver,66,CM,500,54,68,72,66,55,48,2,4,M/M,Right,"1,714"

Simon Makienok,FC St. Pauli,GER 3,silver,66,ST,400,34,67,49,60,30,73,2,2,M/M,Right,"1,443"

Jens Odgaard,RKC Waalwijk,NED 1,silver-nr,66,ST,750,68,64,50,67,35,67,3,3,H/M,Left,"1,532"

Laurens De Bock,Zulte Waregem,BEL 1,silver-nr,66,LB,800,66,47,62,62,63,72,3,4,M/M,Left,"1,749"

Josh Harrop,Preston North End,ENG 2,silver-nr,66,CAM,800,67,63,68,68,37,46,3,3,M/M,Right,"1,655"

Stiven Plaza,Independiente del Valle,CON1,libertadores,66,ST,500,73,65,53,65,26,70,4,3,H/M,Right,"1,579"

Jeison Chala,Godoy Cruz,ARG 1,silver,66,RW,350,80,60,60,67,33,63,3,3,M/M,Right,"1,607"

Joao Virginia,Sporting CP,POR 1,silver-nr,66,GK,550,67,63,65,70,52,63,1,3,M/M,Left,684

James Norwood,Ipswich Town,ENG 4,silver-nr,66,ST,200,75,66,55,64,39,70,3,4,H/L,Right,"1,697"

Kastriot Imeri,Servette FC,CHE 1,silver,66,LW,450,71,65,64,69,56,65,3,3,M/M,Right,"1,809"

Joel Asoro,Djurgårdens IF,SWE 1,silver,66,ST,300,88,62,54,71,21,57,3,3,M/M,Right,"1,560"

Keita Nakamura,Shimizu S-Pulse,JPN 1,silver-nr,66,LM,400,74,61,61,67,47,68,3,4,H/M,Right,"1,706"

Jason Steele,Brighton & Hove Albion,ENG 1,silver-nr,66,GK,3.6K,64,66,70,64,35,67,1,3,M/M,Right,829

Thibault Campanini,Paris FC,FRA 2,silver-nr,66,RB,300,61,46,59,63,66,66,2,3,M/M,Right,"1,652"

Steven Sessegnon,Fulham,ENG 2,silver-nr,66,RB,700,72,33,53,62,62,59,2,4,M/M,Right,"1,490"

Juan Ibiza,UD Ibiza,ESP 2,silver-nr,66,CB,400,59,34,48,50,67,64,2,3,M/H,Left,"1,472"

Martin Hansen,Hannover 96,GER 3,silver-nr,66,GK,300,65,64,64,66,50,65,1,3,M/M,Right,805

Youssef Maziz,RFC Seraing,BEL 1,silver-nr,66,LM,3.6K,66,55,67,68,30,56,3,3,H/M,Right,"1,582"

Abdoul Fessal Tapsoba,Standard Liège,BEL 1,silver-nr,66,RW,600,83,66,51,70,22,54,3,3,M/M,Right,"1,535"

Terrence Dzvukamanja,Orlando Pirates,ZAF 1,silver-nr,66,ST,200,74,70,51,65,32,61,2,5,M/M,Right,"1,605"

Jose Manuel Lopez,Lanús,ARG 1,sudamericana,66,ST,200,54,67,48,61,32,62,2,3,M/M,Left,"1,488"

Maurice Multhaup,Eintracht Braunschweig,GER 3,silver,66,RM,450,86,55,59,70,46,57,3,3,M/M,Right,"1,648"

Rei Matsumoto,Oita Trinita,JPN 1,silver-nr,66,RM,200,83,54,62,64,57,65,2,2,H/M,Right,"1,711"

Matias Navarrete,Unión La Calera,CON1,libertadores,66,CB,2K,61,41,49,53,67,73,2,2,M/M,Right,"1,555"

Braian Martinez,Independiente,ARG 1,sudamericana,66,RM,450,82,61,56,72,39,64,3,3,H/M,Right,"1,695"

Dani Ojeda,SD Ponferradina,ESP 2,silver-nr,66,LM,200,70,62,59,66,39,61,3,5,M/M,Right,"1,612"

Scott Kennedy,Jahn Regensburg,GER 3,silver,66,CB,400,79,29,42,46,66,70,2,3,M/M,Left,"1,405"

Joe Rafferty,Preston North End,ENG 2,silver-nr,66,RWB,650,67,34,56,61,63,72,2,3,M/M,Right,"1,612"

Paul Huntington,Preston North End,ENG 2,silver-nr,66,CB,700,30,32,38,33,67,70,2,2,L/H,Right,"1,253"

Oliver Valaker Edvardsen,Stabæk Fotball,NOR 1,silver,66,RW,350,90,60,55,69,46,75,3,4,H/H,Left,"1,776"

Quentin Cornette,Le Havre AC,FRA 2,silver-nr,66,RM,200,83,61,64,68,45,57,3,2,H/M,Right,"1,747"

Robert Herrmann,Würzburger Kickers,GER 3,silver-nr,66,LM,300,74,50,64,68,52,62,3,4,M/M,Left,"1,696"

Kingsley Michael,Bologna,ITA 1,silver-nr,66,CM,1.7K,75,64,68,70,52,58,3,3,H/M,Right,"1,810"

Yusuke Chajima,Sanfrecce Hiroshima,JPN 1,silver-nr,66,RM,200,71,58,64,67,49,49,2,3,M/M,Right,"1,691"

Michal Siplak,Cracovia Kraków,POL 1,silver-nr,66,LB,200,72,33,55,64,61,72,2,3,M/H,Left,"1,554"

George Byers,Sheffield Wednesday,ENG 4,silver-nr,66,CM,200,65,56,62,67,56,62,3,4,M/M,Right,"1,669"

Simon Grether,FC Luzern,CHE 1,silver-nr,66,RB,200,64,51,60,61,64,66,2,3,M/M,Right,"1,690"

Jurien Gaari,RKC Waalwijk,NED 1,silver-nr,66,RB,900,73,40,52,62,62,71,2,3,M/M,Right,"1,584"

Ivan Nasberg,Vålerenga Fotball,NOR 1,silver-nr,66,CB,250,66,35,52,55,65,74,2,2,M/M,Left,"1,539"

Agustin Ale,Olimpia Asunción,CON1,libertadores,66,CB,800,62,35,49,50,65,72,2,2,M/M,Left,"1,489"

Sarpreet Singh,Jahn Regensburg,GER 3,silver-nr,66,CAM,200,75,63,68,66,48,57,3,2,M/M,Left,"1,731"

Toshiyuki Takagi,Cerezo Osaka,JPN 1,silver-nr,66,LM,200,78,65,63,65,33,57,4,3,H/M,Right,"1,646"

Felix Correia,Parma,ITA 1,silver-nr,66,RW,500,82,58,57,73,32,53,4,3,H/M,Right,"1,595"

Steffen Tigges,Borussia Dortmund,GER 1,silver-nr,66,ST,1.1K,57,67,55,55,42,79,2,4,M/M,Left,"1,564"

Darlin Yongwa,Chamois Niortais FC,FRA 2,silver-nr,66,LB,200,83,40,59,64,58,64,2,3,H/M,Left,"1,611"

Sam Winnall,Oxford United,ENG 4,silver-nr,66,ST,200,69,67,50,65,23,60,2,3,H/L,Right,"1,581"

Dominik Wydra,Raków Częstochowa,POL 1,silver-nr,66,CB,200,65,55,62,61,62,77,2,3,M/M,Right,"1,749"

Lukas Daschner,FC St. Pauli,GER 3,silver-nr,66,CAM,350,72,61,62,67,48,63,3,4,H/L,Right,"1,655"

Charlie Raglan,Cheltenham Town,ENG 4,silver-nr,66,CB,350,67,32,46,47,62,78,2,3,L/M,Right,"1,450"

Nicolas Thaller,Lanús,ARG 1,sudamericana,66,CB,500,52,31,47,49,68,69,2,3,M/M,Right,"1,427"

Theo Pellenard,AJ Auxerre,FRA 2,silver-nr,66,LB,200,58,36,61,63,65,68,3,3,M/M,Left,"1,599"

Stefan Schimmer,1. FC Heidenheim,GER 3,silver-nr,66,ST,200,65,67,42,62,29,73,2,4,M/M,Right,"1,537"

Alin Seroni,FC Botoșani,ROM 1,silver,66,CB,450,32,34,42,42,65,81,2,2,M/M,Left,"1,350"

Emile Franco,Club Sporting Cristal,CON1,libertadores,66,GK,600,64,67,63,66,37,68,1,2,M/M,Left,783

Nzuzi Toko,Würzburger Kickers,GER 3,silver-nr,66,CDM,250,76,54,59,69,60,77,3,3,M/H,Right,"1,780"

Andre Calisir,,DEN 1,silver-nr,66,CB,200,59,35,55,59,66,71,2,3,M/M,Right,"1,558"

Idekel Dominguez,Necaxa,MEX 1,silver-nr,66,LB,800,72,33,54,58,63,63,2,3,M/H,Right,"1,554"

Hector Quinones,América de Cali,CON1,libertadores,66,LB,850,71,48,56,62,62,62,3,3,H/M,Left,"1,616"

Diego Sosa,Argentinos Juniors,CON1,libertadores,66,LW,700,73,59,61,70,40,47,3,3,M/M,Right,"1,583"

Rick Wulle,SV Sandhausen,GER 3,silver-nr,66,GK,200,64,67,61,67,46,64,1,2,M/M,Right,741

Andre Luis,Moreirense,POR 1,silver-nr,66,ST,800,67,67,48,65,24,70,3,3,M/M,Right,"1,586"

Stipe Radic,Beerschot,BEL 1,silver-nr,66,CB,500,61,37,49,46,66,70,2,3,M/H,Right,"1,445"

Michal Szromnik,Śląsk Wrocław,POL 1,silver-nr,66,GK,250,69,64,65,64,48,65,1,3,M/M,Left,844

Vesel Demaku,Austria Wien,AUT 1,silver-nr,66,CDM,200,55,41,60,61,63,65,2,3,M/H,Right,"1,573"

Marcel Costly,SV Waldhof Mannheim,GER 3,silver-nr,66,RM,250,85,53,56,68,55,70,3,3,H/H,Right,"1,667"

Fedor Cernych,Jagiellonia Białystok,POL 1,silver-nr,66,CF,200,75,67,59,65,27,64,3,3,M/M,Right,"1,590"

Facundo Cobos,Patronato,ARG 1,silver-nr,66,LB,300,64,39,54,65,63,70,3,3,H/L,Left,"1,578"

Flynn Downes,Swansea City,ENG 2,silver-nr,66,CDM,800,68,53,63,65,64,71,2,3,M/M,Right,"1,730"

Tom Anderson,Doncaster Rovers,ENG 4,silver,66,CB,650,34,33,41,38,65,81,2,2,L/M,Right,"1,321"

Brayan Velarde,Club Universitario de Deportes,CON1,libertadores,66,CB,650,53,28,44,46,65,71,2,2,L/H,Right,"1,340"

Manuel Vicentini,Club Atletico Sarmiento,ARG 1,silver-nr,66,GK,1.2K,67,64,66,66,44,64,1,3,M/M,Right,811

Florian David,Rodez Aveyron Football,FRA 2,silver-nr,66,ST,350,76,66,62,67,42,66,3,3,H/M,Right,"1,716"

Andre Shinyashiki,Colorado Rapids,USA 1,silver-nr,66,LM,650,77,62,56,69,39,62,2,3,H/H,Right,"1,610"

Tommy Oar,Macarthur FC,AUS 1,silver-nr,66,LM,200,73,56,65,67,39,55,3,4,H/M,Left,"1,634"

Mateusz Lis,Altay SK,TUR 1,silver-nr,66,GK,500,68,63,61,70,27,66,1,2,M/M,Right,598

Tom Baumgart,Erzgebirge Aue,GER 3,silver-nr,66,RM,300,74,58,58,66,33,67,2,3,M/M,Right,"1,591"

Cesar Huerta,Guadalajara,MEX 1,silver-nr,66,ST,600,70,67,64,67,37,56,2,3,H/M,Right,"1,645"

Christy Pym,Peterborough United,ENG 2,silver-nr,66,GK,650,67,65,65,69,46,65,1,4,M/M,Right,805

Johan Hove,Strømsgodset Toppfotball,NOR 1,silver-nr,66,CM,400,71,63,65,68,57,67,3,3,H/M,Right,"1,772"

Kosei Shibasaki,Sanfrecce Hiroshima,JPN 1,silver-nr,66,CM,350,58,65,69,65,48,58,3,4,H/M,Right,"1,715"

Marcus Antonsson,Halmstads BK,SWE 1,silver-nr,66,ST,250,78,64,57,64,36,75,3,4,H/H,Right,"1,666"

Shun Nakamura,Avispa Fukuoka,JPN 1,silver-nr,66,CDM,200,60,66,64,66,61,67,2,3,M/M,Right,"1,782"

Aly Abeid,Valenciennes FC,FRA 2,silver-nr,66,LWB,200,72,42,54,62,60,73,2,3,H/M,Left,"1,600"

Quentin Lecoeuche,Valenciennes FC,FRA 2,silver-nr,66,LB,300,78,47,59,64,61,65,3,3,M/M,Left,"1,696"

Joris Sainati,Sporting Club de Bastia,FRA 2,silver-nr,66,CB,300,66,31,53,47,64,78,2,2,L/H,Right,"1,498"

Lars Dietz,Würzburger Kickers,GER 3,silver-nr,66,CB,300,59,37,53,58,66,69,2,3,M/M,Right,"1,506"

Elliot Lee,Charlton Athletic,ENG 4,silver-nr,66,CAM,200,72,64,63,66,41,62,3,3,M/M,Right,"1,695"

Yang Liyu,Guangzhou Evergrande Taobao,CHN 1,silver-nr,66,RM,1.8K,82,55,61,65,43,68,3,2,M/M,Right,"1,695"

Aaron Herrera,Real Salt Lake,USA 1,silver-nr,66,RB,900,68,32,54,62,65,73,2,3,H/M,Right,"1,572"

Josh Tymon,Stoke City,ENG 2,silver-nr,66,LWB,650,68,49,56,64,63,68,2,3,H/M,Left,"1,633"

Nick Besler,Real Salt Lake,USA 1,silver-nr,66,CDM,800,59,41,58,60,64,73,2,2,L/H,Right,"1,610"

Dardo Miloc,Arsenal de Sarandí,ARG 1,sudamericana,66,CM,300,60,46,61,64,66,78,3,3,M/H,Right,"1,702"

Charles Monsalvo,Sport Huancayo,ARG 1,sudamericana,66,ST,400,79,63,52,65,22,61,3,3,H/L,Right,"1,527"

Stephen Welsh,Celtic,SCO 1,silver-nr,66,CB,250,65,28,51,57,66,70,2,3,M/M,Right,"1,491"

Torgil Gjertsen,Kristiansund BK,NOR 1,silver-nr,66,LW,200,77,62,60,69,49,63,3,3,H/M,Right,"1,734"

Jesper Juelsgard,Aarhus GF,DEN 1,silver-nr,66,CB,200,62,43,59,61,65,72,2,2,M/M,Left,"1,677"

Adi Nalic,Malmö FF,SWE 1,silver-nr,66,CAM,200,78,62,58,69,43,70,3,3,M/M,Right,"1,628"

Zapater,Real Zaragoza,ESP 2,silver,66,CM,650,48,64,69,61,66,70,2,3,M/M,Right,"1,800"

Jan Hendrik Marx,FC Ingolstadt 04,GER 3,silver,66,RB,800,90,38,52,64,55,56,2,4,H/M,Right,"1,568"

Jonathan Bay,Central Córdoba,ARG 1,silver-nr,66,LB,500,73,47,54,65,62,70,3,3,M/M,Left,"1,630"

Mohammed Kamara,Hatayspor,TUR 1,silver-nr,66,ST,5.6K,78,63,52,69,29,67,3,4,H/M,Right,"1,567"

Hiroki Fujiharu,Gamba Osaka,JPN 1,silver-nr,66,LB,200,73,54,66,64,61,51,2,3,M/M,Left,"1,697"

Lorenco Simic,Zagłębie Lubin,POL 1,silver,66,CB,450,48,34,43,44,67,70,2,2,M/H,Right,"1,390"

Joona Toivio,BK Häcken,SWE 1,silver-nr,66,CB,200,55,52,55,52,65,74,2,3,M/H,Right,"1,628"

Sega Coulibaly,Los Angeles Galaxy,USA 1,silver-nr,66,CB,650,47,37,53,52,64,78,2,3,M/H,Right,"1,502"

Yosuke Kawai,Shimizu S-Pulse,JPN 1,silver-nr,66,CM,200,53,61,66,67,61,48,3,4,M/M,Right,"1,729"

Flavio,Paços de Ferreira,POR 1,silver-nr,66,CB,600,50,29,39,44,65,72,2,2,M/M,Right,"1,309"

Danel Sinani,Huddersfield Town,ENG 2,silver-nr,66,CAM,650,65,68,68,65,41,67,3,3,M/M,Left,"1,730"

Florian Valot,FC Cincinnati,USA 1,silver-nr,66,RM,750,70,57,63,69,54,66,3,5,H/H,Right,"1,718"

Alex Grant,Pohang Steelers,KOR 1,silver-nr,66,CB,450,50,33,43,41,66,77,2,3,M/H,Left,"1,395"

Stefan Lex,TSV 1860 München,GER 3,silver,66,CF,450,86,61,60,70,28,64,3,4,H/L,Right,"1,653"

Adam Clayton,Birmingham City,ENG 2,silver-nr,66,CDM,750,53,59,64,63,64,67,3,3,L/H,Right,"1,733"

Yann Aurel Bisseck,Aarhus GF,DEN 1,silver,66,CB,400,64,33,44,46,66,72,2,3,M/H,Right,"1,422"

Kasper Larsen,Odense Boldklub,DEN 1,silver-nr,66,CB,300,50,32,45,45,64,78,2,2,M/M,Right,"1,398"

Federico Vismara,Club Atletico Sarmiento,ARG 1,silver-nr,66,CDM,400,51,44,60,58,62,68,2,3,L/H,Right,"1,567"

Phillip Tietz,SV Darmstadt 98,GER 3,silver-nr,66,ST,300,63,67,51,64,32,73,2,3,M/M,Right,"1,545"

Elgezabal,Burgos CF,ESP 2,silver-nr,66,CB,500,55,33,52,49,67,68,2,3,M/H,Right,"1,488"

Alejandro Cabrera,Banfield,ARG 1,silver-nr,66,CDM,200,64,51,63,62,61,71,2,3,M/M,Right,"1,675"

Enrique Serje,Club Independiente Santa Fe,CON1,libertadores,66,CDM,1.1K,60,48,54,62,61,69,2,3,L/H,Right,"1,597"

George Long,Millwall,ENG 2,silver-nr,66,GK,800,67,67,66,68,31,66,1,3,M/M,Left,771

Giovanni Troupee,FC Twente,NED 1,silver-nr,66,RB,900,74,46,59,66,62,67,3,3,M/M,Right,"1,687"

Marcos Miers,Aldosivi,ARG 1,silver-nr,66,CB,200,55,34,42,44,69,63,2,3,H/M,Left,"1,404"

Mauro Ortiz,Talleres de Córdoba,ARG 1,sudamericana,66,RW,200,75,56,67,70,44,43,3,3,M/L,Right,"1,659"

Andrew Shinnie,Livingston,SCO 1,silver-nr,66,CM,200,66,62,67,68,56,63,3,4,M/M,Right,"1,783"

Giovanni Haag,AS Nancy,FRA 2,silver-nr,66,CDM,200,71,32,56,65,63,71,2,3,M/H,Right,"1,586"

Jose Lara,Real Betis Balompié,ESP 1,silver-nr,66,RM,1.5K,71,62,62,71,33,39,3,3,M/L,Left,"1,554"

Kacper Chodyna,Zagłębie Lubin,POL 1,silver-nr,66,RB,200,79,47,55,61,59,64,2,2,M/M,Right,"1,607"

Richard Smallwood,Hull City,ENG 2,silver-nr,66,CDM,1.2K,50,55,61,57,64,72,2,2,M/H,Right,"1,679"

Ryan Edwards,Dundee United,SCO 1,silver,66,CB,650,51,34,45,44,66,78,2,2,L/H,Right,"1,412"

Jordan Cousins,Wigan Athletic,ENG 4,silver-nr,66,CDM,450,74,55,58,66,61,71,3,3,L/H,Right,"1,714"

Jack Fitzwater,Livingston,SCO 1,silver-nr,66,CB,250,67,37,47,54,66,72,2,3,M/H,Right,"1,532"

Teal Bunbury,New England Revolution,USA 1,silver,66,LM,650,73,66,60,66,38,78,3,3,M/M,Right,"1,721"

Bartlomiej Pawlowski,Śląsk Wrocław,POL 1,silver-nr,66,RM,200,82,61,61,68,28,61,3,3,H/M,Right,"1,640"

Viktor Gyokeres,Coventry City,ENG 2,silver-nr,66,ST,650,70,65,60,67,26,65,3,3,M/M,Right,"1,577"

Willer Ditta,Junior de Barranquilla,CON1,libertadores,66,CB,550,56,24,46,53,62,78,2,3,M/M,Right,"1,397"

Kristoffer Klaesson,Leeds United,ENG 1,silver-nr,66,GK,3.7K,66,62,64,70,34,66,1,2,M/M,Left,752

Jamie Jones,Wigan Athletic,ENG 4,silver-nr,66,GK,250,66,65,64,66,34,65,1,2,M/M,Right,699

Dominik Kother,Karlsruher SC,GER 3,silver-nr,66,LW,600,76,60,54,70,21,49,2,3,M/M,Right,"1,465"

Randell Williams,Hull City,ENG 2,silver,66,RW,1.8K,89,59,60,66,54,66,3,4,H/M,Left,"1,772"

Yuichi Maruyama,Nagoya Grampus,JPN 1,silver-nr,66,CB,400,43,35,56,56,67,73,2,3,L/H,Left,"1,505"

Fabian Franco,Club Cerro Porteno,CON1,libertadores,66,RB,950,76,41,62,61,62,70,2,3,M/H,Right,"1,685"

Toby Sibbick,Barnsley,ENG 2,silver-nr,66,CB,700,75,31,50,59,66,66,2,3,M/H,Right,"1,499"

Alan Power,St. Mirren,SCO 1,silver-nr,66,CM,200,44,55,62,66,64,75,2,3,H/H,Right,"1,750"

Adam Hlousek,Bruk-Bet Termalica Nieciecza,POL 1,silver-nr,66,LWB,200,81,52,60,60,61,72,2,2,M/M,Left,"1,728"

Marius Lundemo,Apoel FC,CYP 1,silver-nr,66,CM,200,57,59,65,66,58,70,3,3,M/M,Right,"1,708"

Sastre,SD Huesca,ESP 2,silver-nr,66,CM,200,46,55,68,62,65,73,2,4,M/M,Right,"1,770"

Tyreeq Bakinson,Bristol City,ENG 2,silver,66,CM,950,65,57,61,66,66,73,2,3,M/M,Right,"1,727"

Leonardo Rocha,Eupen,BEL 1,silver,66,ST,650,62,67,46,62,21,65,2,3,M/M,Right,"1,390"

Devante Cole,Barnsley,ENG 2,silver,66,ST,700,89,65,53,65,25,58,2,3,M/L,Right,"1,542"

Joris Chougrani,Rodez Aveyron Football,FRA 2,silver,66,CB,600,79,28,53,57,65,73,2,2,M/M,Left,"1,513"

Kieran Lee,Bolton Wanderers,ENG 4,silver-nr,66,CDM,350,53,59,65,66,63,64,3,2,H/M,Right,"1,738"

Andrei Miron,FCSB,ROM 1,silver-nr,66,CB,250,50,38,49,52,65,76,2,3,L/H,Right,"1,500"

Tiago Palacios,Club Atletico Platense,ARG 1,silver,66,RW,600,76,56,64,72,55,53,3,3,M/M,Right,"1,736"

Christoffer Aasbak,Kristiansund BK,NOR 1,silver-nr,66,LB,200,65,52,64,61,62,76,2,3,M/M,Left,"1,738"

Alex Martin,RC Celta de Vigo,ESP 1,silver-nr,66,CB,1.5K,51,42,51,46,66,66,2,3,M/M,Right,"1,462"

Max O'Leary,Bristol City,ENG 2,silver-nr,66,GK,700,71,65,63,72,42,64,1,3,M/M,Right,751

Tomas Huk,Piast Gliwice,POL 1,silver-nr,66,CB,200,63,29,47,44,66,67,2,2,L/M,Right,"1,416"

Braydon Manu,SV Darmstadt 98,GER 3,silver,66,LM,750,92,58,54,70,35,65,4,4,H/M,Right,"1,656"

Hattan Bahebri,Al Shabab,SAU 1,silver-nr,66,LM,950,75,64,60,69,45,62,4,5,H/L,Right,"1,697"

Nabil Bahoui,AIK,SWE 1,silver,66,LW,400,72,68,65,67,35,72,3,4,H/M,Right,"1,717"

Joazhino Arroe,Sport Huancayo,ARG 1,sudamericana,66,LW,200,75,57,59,71,31,57,4,4,H/L,Right,"1,507"

Slobodan Tedic,PEC Zwolle,NED 1,silver-nr,66,ST,1.3K,63,65,52,63,25,73,3,4,M/M,Right,"1,537"

Masatoshi Mihara,Kashiwa Reysol,JPN 1,silver-nr,66,CDM,200,54,47,63,59,62,71,2,3,M/M,Right,"1,627"

Jonas Carls,SC Paderborn 07,GER 3,silver,66,LB,500,84,56,56,66,57,59,2,3,M/M,Left,"1,671"

Demba Thiam,USL Dunkerque,FRA 2,silver,66,RB,600,85,25,45,55,63,72,2,2,M/M,Left,"1,467"

Per Frick,IF Elfsborg,SWE 1,silver,66,ST,400,73,65,57,60,36,82,2,2,H/M,Right,"1,697"

Alejandro Gonzalez,Club Sporting Cristal,CON1,libertadores,66,CB,700,51,21,52,43,66,63,2,3,L/M,Right,"1,354"

Robert Morales,Club Cerro Porteno,CON1,libertadores,66,ST,500,69,67,44,65,23,52,2,3,M/M,Right,"1,446"

Burak Can Camoglu,Hatayspor,TUR 1,silver-nr,66,RB,550,80,37,59,69,55,60,3,3,H/M,Right,"1,588"

Sheriff Sinyan,Molde FK,NOR 1,silver-nr,66,CB,200,74,43,52,57,64,73,2,2,M/M,Right,"1,626"

Nicolas Diaz,Mazatlán FC,MEX 1,silver-nr,66,CB,800,64,25,49,59,67,72,2,2,M/M,Left,"1,496"

Jaylin Lindsey,Sporting KC,USA 1,silver-nr,66,RB,750,79,44,57,62,61,68,2,3,H/M,Right,"1,632"

Brugui,CD Mirandés,ESP 2,silver-nr,66,LM,250,85,59,59,67,42,63,2,3,H/M,Left,"1,700"

Rim Chang Woo,Gangwon FC,KOR 1,silver-nr,66,RB,200,78,48,52,59,61,74,2,3,M/H,Right,"1,592"

Christopher Buchtmann,FC St. Pauli,GER 3,silver-nr,66,CM,200,64,64,68,69,58,63,3,4,M/M,Left,"1,825"

Nahuel Gallardo,Colón,ARG 1,silver-nr,66,LB,300,69,41,64,67,61,70,2,3,H/H,Left,"1,681"

Josh Vela,Shrewsbury Town,ENG 4,silver-nr,66,CM,300,67,59,64,65,62,79,3,3,H/H,Right,"1,809"

Niklas Lomb,Bayer 04 Leverkusen,GER 1,silver-nr,66,GK,850,68,59,66,70,38,62,1,3,M/M,Right,780

Alessandro Plizzari,Milan,ITA 1,silver-nr,66,GK,1K,68,68,59,72,42,62,1,3,M/M,Right,753

Bright Enobakhare,Coventry City,ENG 2,silver,66,CAM,700,84,57,58,75,27,65,4,3,H/M,Right,"1,599"

Ramiro Ballivian,Jorge Wilstermann,ARG 1,sudamericana,66,RW,350,73,61,56,69,63,67,2,3,H/H,Right,"1,695"

Shun Takagi,Oita Trinita,JPN 1,silver-nr,66,GK,200,64,65,70,68,50,66,1,2,M/M,Left,795

Marco Borgnino,Unión de Santa Fé,ARG 1,sudamericana,66,LW,200,83,63,60,71,31,61,3,3,M/M,Left,"1,666"

Johny Placide,Sporting Club de Bastia,FRA 2,silver-nr,66,GK,200,62,63,63,70,54,65,1,2,M/M,Right,773

Nathan Patterson,Rangers,SCO 1,silver-nr,66,RB,800,81,44,57,63,62,69,2,3,H/H,Right,"1,661"

Sinan Kurt,Adana Demirspor,TUR 1,silver-nr,66,CM,600,62,65,67,68,59,65,3,4,H/M,Right,"1,812"

Yan Couto,Braga,POR 1,silver-nr,66,RB,900,82,52,55,65,60,58,2,3,H/M,Right,"1,695"

Daniel Perez,Club Brugge,BEL 1,silver-nr,66,ST,500,69,67,40,64,27,64,3,3,H/L,Right,"1,478"

Moussa Sylla,FC Utrecht,NED 1,silver,66,ST,750,82,63,54,70,22,56,3,3,H/M,Right,"1,557"

Ayman Ben Mohamed,Le Havre AC,FRA 2,silver,66,LB,400,90,57,58,64,59,67,3,3,H/M,Left,"1,707"

Yaw Ihle Amankwah,Stabæk Fotball,NOR 1,silver,66,CB,400,37,34,37,41,64,80,2,3,L/H,Right,"1,307"

Graham Burke,Shamrock Rovers,IRL 1,silver-nr,66,RW,250,61,67,64,68,26,60,3,4,H/M,Left,"1,624"

Rodrigo Urena,América de Cali,CON1,libertadores,66,CDM,700,62,58,57,64,64,72,2,3,M/H,Right,"1,685"

Alejo Antilef,Arsenal de Sarandí,ARG 1,sudamericana,66,CM,350,85,59,64,73,53,63,3,4,H/M,Left,"1,770"

Daniel Granli,Aalborg BK,DEN 1,silver-nr,66,CB,300,64,48,58,58,66,70,2,3,M/M,Right,"1,646"

Abdelhamid El Kaoutari,AS Nancy,FRA 2,silver-nr,66,CB,200,58,32,56,55,64,73,2,3,L/H,Left,"1,531"

Viljar Myhra,Strømsgodset Toppfotball,NOR 1,silver-nr,66,GK,200,67,65,62,69,45,65,1,3,M/M,Right,825

Joan Oumari,FC Tokyo,JPN 1,silver-nr,66,CB,200,60,42,48,48,65,74,2,3,M/M,Left,"1,443"

Jason Holt,Livingston,SCO 1,silver-nr,66,CDM,200,74,60,61,66,62,56,3,4,H/H,Right,"1,781"

Anthony Osorio,Club Universitario de Deportes,CON1,libertadores,66,ST,400,56,67,57,58,31,63,2,2,H/L,Right,"1,576"

Morten Hjulmand,Lecce,ITA 1,silver-nr,66,CM,200,64,53,62,65,59,72,2,3,M/L,Right,"1,666"

Abdulrahman Al Obaid,Al Nassr,SAU 1,silver-nr,66,LB,600,78,59,65,66,57,67,2,3,H/M,Left,"1,809"

Victor Mpindi Ekani,SønderjyskE,DEN 1,silver,66,CDM,400,62,47,57,64,61,81,2,3,M/H,Right,"1,583"

