Player,Team,League,Version,OVR,POS,BIN,PAC,SHO,PAS,DRI,DEF,PHY,S/M,W/F,W/Rs,Foot,Stats 
Timmy Thiele,1. FC Kaiserslautern,GER 3,silver-nr,65,ST,700,79,61,52,63,22,65,2,3,H/M,Right,"1,503"
Phil Ofosu-Ayeh,Wolverhampton Wanderers,ENG 1,silver-nr,65,RB,7.5K,81,47,56,66,62,71,3,3,M/M,Right,"1,682"
Dennis Mast,Hallescher FC,GER 3,silver-nr,65,LM,650,83,56,57,65,34,61,3,3,M/M,Left,"1,549"
Alexander Winkler,SpVgg Unterhaching,GER 3,silver-nr,65,CB,750,56,27,45,39,62,75,2,3,M/M,Left,"1,381"
Ryo Nagai,Matsumoto Yamaga,JPN 1,silver,65,ST,1.4K,82,61,57,63,27,63,3,4,M/M,Right,"1,605"
Robin Yalcin,Yeni Malatyaspor,TUR 1,silver-nr,65,CDM,6K,60,45,62,67,60,65,3,3,M/M,Right,"1,639"
Adrian Popa,FCSB (Steaua),ROM 1,silver-nr,65,RM,5.4K,75,58,60,68,44,54,3,3,H/M,Right,"1,650"
Sondre Tronstad,FK Haugesund,NOR 1,silver-nr,65,CM,600,67,59,61,68,57,59,3,4,M/M,Right,"1,736"
Sebastian Ohlsson,FC St. Pauli,GER 2,silver,65,RB,2K,71,64,62,69,62,69,3,3,H/M,Right,"1,778"
Mikkel Desler,FK Haugesund,NOR 1,silver-nr,65,RB,3.1K,78,58,59,66,60,59,3,3,H/M,Right,"1,727"
Daniel Wein,TSV 1860 München,GER 3,silver-nr,65,CDM,700,61,48,62,56,61,71,2,3,M/H,Right,"1,664"
Yusuf Otubanjo,LASK,AUT 1,silver-nr,65,ST,5K,74,64,49,66,21,59,3,3,M/M,Right,"1,500"
Kim Nam Chun,FC Seoul,KOR 1,silver-nr,65,CB,200,42,23,50,37,63,74,2,3,L/H,Right,"1,354"
Hakeeb Adelakun,Bristol City,ENG 2,silver,65,RM,5K,79,58,60,64,21,60,3,3,M/L,Right,"1,518"
Alexander Blomqvist,GIF Sundsvall,SWE 1,silver-nr,65,CB,500,65,33,51,49,63,68,2,3,M/M,Right,"1,461"
Dillon Powers,Orlando City SC,USA 1,silver-nr,65,CM,10K,57,62,66,65,58,65,3,4,H/H,Right,"1,745"
Bartosz Kwiecien,Jagiellonia Białystok,POL 1,silver,65,CDM,600,64,53,54,55,63,82,2,3,M/M,Right,"1,627"
Stefan Mauk,Brisbane Roar,AUS 1,silver-nr,65,CAM,10K,67,60,62,66,54,66,3,3,M/M,Right,"1,706"
Corentin Fiore,Cercle Brugge,BEL 1,silver-nr,65,LB,5K,67,36,62,59,63,67,2,2,M/M,Left,"1,625"
Guillaume Dequaire,FC Chambly Oise,FRA 2,silver-nr,65,CB,350,60,32,46,50,63,71,2,3,M/M,Left,"1,446"
Callum Camps,Rochdale,ENG 3,silver-nr,65,CM,4.9K,71,64,64,64,57,64,2,3,M/M,Right,"1,737"
Abdulrahman Al Ghamdi,Al Ittihad,SAU 1,silver-nr,65,RM,5.7K,75,66,60,67,37,68,3,3,H/L,Left,"1,712"
Matt Preston,Mansfield Town,ENG 4,silver,65,CB,8.7K,73,32,47,48,61,81,2,3,M/H,Right,"1,515"
Pape Sane,Rodez Aveyron Football,FRA 2,silver-nr,65,ST,750,72,62,49,62,27,70,3,3,H/L,Left,"1,528"
Jo Seong Joon,Seongnam FC,KOR 1,silver-nr,65,RW,3.9K,84,56,54,67,31,56,2,4,H/L,Left,"1,532"
Aliou Coly,Kristiansund BK,NOR 1,silver,65,RB,2.5K,81,54,50,64,61,88,2,3,H/H,Right,"1,754"
Lee Kwang Sun,Gyeongnam FC,KOR 1,silver,65,ST,300,59,61,48,59,54,81,2,3,M/M,Right,"1,578"
Lucas Rougeaux,Kortrijk,BEL 1,silver,65,RB,800,56,43,52,48,66,75,2,3,M/M,Right,"1,500"
Jamie Hanson,Oxford United,ENG 3,silver-nr,65,RB,250,56,48,62,55,67,71,2,3,M/M,Right,"1,672"
Hazaa Ibrahim Al Hazaa,Al Ettifaq,SAU 1,silver-nr,65,ST,900,77,62,43,62,21,59,2,3,H/L,Right,"1,460"
Clint Irwin,Colorado Rapids,USA 1,silver-nr,65,GK,550,66,64,64,64,46,63,1,1,M/M,Right,878
Chris Erskine,Livingston,SCO 1,silver-nr,65,CAM,450,64,63,61,68,28,57,3,3,H/M,Left,"1,534"
Ivan Vasquez,Audax Italiano,CHL 1,silver-nr,65,CM,7K,36,44,67,61,58,62,2,3,L/H,Right,"1,600"
Sebastian Lopez,Cobresal,CHL 1,silver-nr,65,GK,500,62,65,56,62,45,64,1,2,M/M,Right,762
Fernando Hurtado,Deportes Antofagasta,CHL 1,silver-nr,65,GK,400,65,66,62,67,46,63,1,2,M/M,Left,762
Tom Lapslie,Colchester United,ENG 4,silver-nr,65,CDM,200,65,50,54,57,63,73,2,3,M/H,Right,"1,647"
Isak Ssewankambo,Östersunds FK,SWE 1,silver,65,RB,300,79,36,57,61,59,84,2,3,H/M,Right,"1,661"
Sean Goss,Shrewsbury Town,ENG 3,silver-nr,65,CM,10K,60,48,69,64,54,59,2,3,H/M,Left,"1,662"
Elias Andersson,IK Sirius,SWE 1,silver-nr,65,CM,450,61,52,67,68,50,59,3,2,M/M,Left,"1,667"
Jean Carlos Becerra,Atlético Huila,COL 1,silver,65,CAM,4K,82,48,62,70,46,50,3,2,M/M,Right,"1,643"
Johan Wallens,Deportivo Cali,COL 1,silver-nr,65,GK,3.6K,62,65,59,65,40,69,1,3,M/M,Right,758
Santiago Londono,Envigado,COL 1,silver-nr,65,GK,400,66,62,58,66,44,65,1,3,M/M,Right,766
Harold Rivera,Atlético Huila,COL 1,silver-nr,65,LM,600,70,58,64,65,42,62,3,4,M/L,Right,"1,662"
David Murillo,Junior de Barranquilla,COL 1,silver-nr,65,RB,5K,77,36,57,65,59,66,3,2,H/M,Right,"1,581"
Harold Gomez,Atlético Bucaramanga,COL 1,silver-nr,65,RB,1.2K,66,49,52,56,63,68,2,3,H/M,Right,"1,606"
Diego Chica,Cucuta Deportivo,COL 1,silver-nr,65,CDM,700,50,54,65,68,61,58,3,4,M/M,Left,"1,663"
Johnny Mostasilla,Deportes Tolima,COL 1,silver-nr,65,CB,500,51,28,33,34,63,78,2,3,L/H,Right,"1,291"
Fabio Castillo,Jaguares de Córdoba,COL 1,silver-nr,65,LB,700,68,37,54,61,63,62,2,3,H/M,Left,"1,548"
Luis Paz,América de Cali,COL 1,silver-nr,65,CDM,4K,65,54,59,60,63,62,2,3,L/M,Right,"1,670"
Sergio Romero,Atlético Bucaramanga,COL 1,silver-nr,65,ST,10K,69,62,63,67,38,52,3,3,H/L,Right,"1,621"
Rene Bugueno,Cobresal,CHL 1,silver-nr,65,RB,200,66,43,52,62,59,75,2,3,M/M,Right,"1,615"
Lucas Giovini,Union La Calera,CHL 1,silver-nr,65,GK,1.5K,63,62,62,63,49,68,1,2,M/M,Right,866
Marcelo Jorquera,Cobresal,CHL 1,silver-nr,65,LB,600,74,39,60,64,59,71,2,3,M/M,Left,"1,637"
Bastian San Juan,Everton de Viña del Mar,CHL 1,silver-nr,65,CB,1K,73,32,49,54,63,68,2,3,M/M,Right,"1,444"
Manuel Bravo,Deportes Iquique,CHL 1,silver-nr,65,LB,2K,81,39,49,54,60,67,2,2,H/M,Left,"1,619"
Deivy Balanta,Millonarios,COL 1,silver-nr,65,CB,750,66,25,48,55,64,70,2,3,M/H,Right,"1,413"
Jonathan Avila,Atlético Bucaramanga,COL 1,silver,65,CB,6.5K,30,36,47,40,64,74,2,3,M/H,Right,"1,298"
Cristian Palomeque,La Equidad,COL 1,silver-nr,65,LM,1.5K,84,60,60,70,38,65,3,2,M/M,Left,"1,723"
Darwin Lopez,Jaguares de Córdoba,COL 1,silver-nr,65,RM,500,75,61,58,65,35,64,3,3,M/M,Right,"1,595"
Mauricio Restrepo,Rionegro Águilas Doradas,COL 1,silver-nr,65,CDM,450,46,46,62,63,64,64,3,3,M/M,Right,"1,625"
Luis Delgado,Rionegro Águilas Doradas,COL 1,silver-nr,65,GK,1.4K,60,62,64,64,46,69,1,3,M/M,Right,864
Luis Mosquera,Atlético Huila,COL 1,silver-nr,65,LB,400,66,61,63,60,63,68,2,3,H/M,Left,"1,785"
Lewis Ochoa,Once Caldas,COL 1,silver-nr,65,RB,3.4K,66,54,61,62,62,65,2,3,H/L,Right,"1,692"
Jorge Deschamps,Curicó Unido,CHL 1,silver-nr,65,GK,650,66,61,63,61,44,65,1,2,M/M,Right,902
Alejandro Bernal,Atlético Bucaramanga,COL 1,silver-nr,65,CDM,1.5K,53,41,61,60,60,76,2,2,M/H,Right,"1,601"
Jesper Karlstrom,Djurgårdens IF,SWE 1,silver-nr,65,CM,650,64,54,63,62,65,71,2,3,H/M,Right,"1,732"
Nicolas Avellaneda,Defensa y Justicia,ARG 1,silver-nr,65,GK,10K,64,63,63,67,49,64,1,3,M/M,Right,792
Hector,CF Fuenlabrada,ESP 2,silver-nr,65,ST,2.1K,67,64,51,65,31,51,3,3,M/M,Right,"1,521"
Gabriel Hachen,FC Juarez,MEX 1,silver-nr,65,ST,10K,79,62,53,71,25,43,2,3,H/L,Right,"1,568"
Rodrigo Contreras,Necaxa,MEX 1,silver-nr,65,ST,3K,67,64,51,62,32,67,2,3,M/M,Left,"1,526"
Misael Davila,Unión Española,CHL 1,silver,65,CM,1.5K,82,65,65,64,54,61,2,3,H/M,Left,"1,773"
Baily Cargill,Milton Keynes Dons,ENG 3,silver-nr,65,CB,350,58,30,57,57,65,67,2,3,M/H,Left,"1,462"
Callum Elder,Hull City,ENG 2,silver-nr,65,LB,1.6K,74,34,56,61,62,67,2,2,M/M,Left,"1,568"
Maxence Derrien,FC Chambly Oise,FRA 2,silver-nr,65,CB,200,57,32,43,43,65,65,2,2,M/M,Right,"1,395"
Birama Ndoye,FC Sion,CHE 1,silver,65,CB,950,57,61,57,58,60,80,2,3,H/M,Right,"1,677"
Gilli Rolantsson Sorensen,SK Brann,NOR 1,silver,65,LW,300,82,61,62,64,59,71,3,4,M/M,Right,"1,744"
Radoslav Dimitrov,Sepsi OSK,ROM 1,silver-nr,65,RB,200,62,45,52,58,64,64,2,4,M/M,Right,"1,554"
Glen Rea,Luton Town,ENG 2,silver-nr,65,CDM,9K,63,32,50,56,67,73,2,3,M/H,Right,"1,492"
Shani Tarashaj,FC Emmen,NED 1,silver-nr,65,CAM,1.5K,74,62,60,66,27,63,3,4,M/L,Right,"1,576"
Lasse Nielsen,Lyngby BK,DEN 1,silver-nr,65,CB,1.2K,53,31,40,39,64,70,2,2,M/M,Right,"1,326"
Ben Purrington,Charlton Athletic,ENG 2,silver-nr,65,LB,1K,70,45,59,62,63,68,2,3,H/M,Left,"1,648"
Michael Lepe,Deportes Antofagasta,CHL 1,silver-nr,65,CM,200,49,38,64,59,59,72,2,3,M/M,Right,"1,570"
Gabriel Vargas,Curicó Unido,CHL 1,silver-nr,65,ST,9K,58,64,52,63,27,56,2,3,M/L,Right,"1,485"
Kayden Jackson,Ipswich Town,ENG 3,silver,65,ST,350,91,60,45,62,30,56,2,3,H/M,Right,"1,495"
Merveille Goblet,Cercle Brugge,BEL 1,silver-nr,65,GK,4.1K,70,58,56,72,51,57,1,2,M/M,Right,820
Jordy Hiwula,Coventry City,ENG 3,silver-nr,65,LW,2.5K,81,62,54,65,29,58,2,3,H/M,Right,"1,559"
Dorian Diring,SV Waldhof Mannheim,GER 3,silver-nr,65,CM,400,68,51,64,63,60,75,3,3,H/L,Right,"1,738"
Mohamed Gouaida,SV Waldhof Mannheim,GER 3,silver-nr,65,LM,500,75,50,60,69,31,57,3,3,M/M,Left,"1,533"
Oscar Gil,Racing de Santander,ESP 2,silver-nr,65,CB,1K,39,43,56,50,64,67,2,3,M/M,Right,"1,520"
Craig Tanner,Motherwell,SCO 1,silver-nr,65,RM,,76,59,62,69,31,57,3,3,M/M,Left,"1,637"
Fabian Menig,Admira Wacker,AUT 1,silver-nr,65,RB,2.5K,64,35,48,54,66,74,2,3,M/M,Right,"1,511"
Charles Elie Laprevotte,1. FC Magdeburg,GER 3,silver-nr,65,CDM,3.9K,71,54,61,63,60,70,2,3,M/M,Right,"1,690"
Florian Kath,SC Freiburg,GER 1,silver-nr,65,LM,1K,74,56,58,68,40,60,3,3,M/M,Left,"1,558"
Joachim Eickmayer,FC Chambly Oise,FRA 2,silver-nr,65,CDM,700,76,42,57,65,62,68,3,3,M/H,Right,"1,630"
Vincent Vermeij,MSV Duisburg,GER 3,silver-nr,65,ST,200,51,62,50,56,29,68,2,2,M/M,Right,"1,408"
Peng Xinli,Shanghai Greenland Shenhua,CHN 1,silver,65,CM,800,82,56,63,66,62,69,3,3,M/M,Left,"1,789"
Gustavo Mencia,Universidad de Concepción,CHL 1,silver-nr,65,CB,5.4K,60,30,56,56,64,67,2,3,M/M,Left,"1,474"
Gianmarco De Feo,Ascoli,ITA 2,silver-nr,65,RW,1.2K,80,58,56,71,26,48,3,3,H/M,Left,"1,552"
Luis Pavez Contreras,Unión Española,CHL 1,silver-nr,65,CDM,200,56,45,54,60,65,66,2,2,M/M,Right,"1,559"
Mirnes Pepic,Hansa Rostock,GER 3,silver-nr,65,CM,10K,68,55,64,70,59,64,3,4,M/M,Right,"1,738"
Christophe Diedhiou,FC Sochaux,FRA 2,silver-nr,65,CB,250,65,26,36,40,65,70,2,3,M/M,Right,"1,304"
Manuel De Iriondo,Unión Santa Fe,ARG 1,silver-nr,65,CDM,850,72,53,55,60,64,79,2,3,M/M,Right,"1,705"
Christian Mafla,Atlético Nacional,COL 1,silver-nr,65,LB,8.5K,64,35,47,61,64,69,2,3,H/M,Left,"1,540"
Lei Tenglong,Beijing Sinobo Guoan,CHN 1,silver-nr,65,CB,6.4K,71,25,36,44,64,73,2,3,M/M,Right,"1,378"
Noah Sonko Sundberg,Östersunds FK,SWE 1,silver-nr,65,CB,300,70,44,46,50,62,75,2,3,M/M,Right,"1,524"
Dominik Hladun,Zagłębie Lubin,POL 1,silver-nr,65,GK,400,64,65,62,67,34,63,1,2,M/M,Right,685
Mattia Aramu,Venezia,ITA 2,silver,65,ST,600,73,61,66,72,45,57,3,3,M/M,Left,"1,720"
Marcus Harness,Portsmouth,ENG 3,silver-nr,65,RM,1K,84,61,58,66,28,49,4,4,M/M,Right,"1,511"
Harrison McGahey,Scunthorpe United,ENG 4,silver,65,CB,800,76,32,47,48,64,73,2,3,M/M,Right,"1,457"
Frankie Kent,Peterborough United,ENG 3,silver-nr,65,CB,10K,64,30,46,56,64,70,2,3,M/H,Right,"1,435"
Aaron,Granada CF,ESP 1,silver-nr,65,GK,750,63,67,59,65,38,62,1,3,M/M,Right,840
Ivan Marquez,Korona Kielce,POL 1,silver-nr,65,CB,1.5K,46,43,48,48,62,72,2,3,M/M,Right,"1,460"
Eduardo Perez,FC Juarez,MEX 1,silver-nr,65,ST,5.6K,66,61,54,60,28,66,2,3,H/M,Right,"1,489"
Francesco Di Mariano,Venezia,ITA 2,silver-nr,65,LW,5K,71,57,59,69,30,47,3,4,H/M,Right,"1,485"
Gregory Wuthrich,BSC Young Boys,CHE 1,silver-nr,65,CB,10K,52,28,43,48,65,73,2,2,L/M,Right,"1,369"
Alessandro Mastalli,Juve Stabia,ITA 2,silver-nr,65,CM,300,65,50,63,65,52,61,2,3,H/M,Right,"1,615"
Max O'Leary,Shrewsbury Town,ENG 3,silver-nr,65,GK,1.5K,69,64,61,69,42,63,1,3,M/M,Right,750
Valmir Sulejmani,SV Waldhof Mannheim,GER 3,silver-nr,65,ST,3K,65,63,55,65,41,72,3,4,M/M,Left,"1,632"
Guille Donoso,SD Ponferradina,ESP 2,silver-nr,65,RM,4K,70,55,64,66,39,53,3,3,M/M,Right,"1,572"
George Thomas,Leicester City,ENG 1,silver-nr,65,CAM,4.9K,77,61,61,66,36,64,3,3,H/M,Right,"1,665"
Filip Jagiello,Genoa,ITA 1,silver-nr,65,CM,600,72,56,64,68,47,60,3,3,M/M,Right,"1,668"
Anas Tahiri,RKC Waalwijk,NED 1,silver-nr,65,CAM,2K,70,56,65,69,39,42,3,3,M/M,Right,"1,584"
Gregoire Lefebvre,AS Nancy,FRA 2,silver-nr,65,CM,8.2K,66,52,64,64,60,55,2,2,M/H,Right,"1,667"
Dominic Hyam,Coventry City,ENG 3,silver-nr,65,CB,300,59,31,49,52,65,62,2,3,M/M,Right,"1,423"
Matias Blazquez,Deportes Iquique,CHL 1,silver-nr,65,CB,700,44,31,45,36,64,74,2,2,M/M,Right,"1,325"
Eoghan O'Connell,Rochdale,ENG 3,silver-nr,65,CB,2.1K,48,41,50,57,61,73,2,4,H/M,Right,"1,486"
Martin Samuelsen,FK Haugesund,NOR 1,silver,65,RM,650,75,54,58,72,29,51,4,4,M/M,Right,"1,482"
Mohammed Al Saiari,Al Wehda,SAU 1,silver-nr,65,ST,950,69,61,53,60,36,69,2,3,M/M,Right,"1,571"
Luis Tipton,Envigado,COL 1,silver-nr,65,LB,450,75,48,63,60,61,74,2,3,H/M,Left,"1,723"
Ryan Hollingshead,FC Dallas,USA 1,silver-nr,65,LB,500,58,60,60,65,66,71,3,4,H/H,Right,"1,729"
Jordan Hamilton,Columbus Crew SC,USA 1,silver-nr,65,ST,3.8K,77,61,46,60,25,69,2,3,H/L,Left,"1,484"
Harry Shipp,Seattle Sounders,USA 1,silver-nr,65,LM,6.4K,52,62,67,68,46,56,3,3,M/M,Right,"1,684"
Luis Cortez,Vitória Setúbal,POR 1,silver-nr,65,CAM,500,68,59,64,66,38,51,3,2,M/L,Right,"1,590"
Omenuke Mfulu,Elche CF,ESP 2,silver-nr,65,CM,500,59,45,59,62,66,74,2,3,M/H,Right,"1,663"
Sim Sang Min,Pohang Steelers,KOR 1,silver-nr,65,LB,500,72,47,59,66,60,70,3,3,M/M,Left,"1,655"
Kwak Hae Seong,Incheon United,KOR 1,silver-nr,65,RB,2K,70,48,52,63,62,70,2,3,M/M,Right,"1,591"
Dairin Gonzalez,Union Magdalena,COL 1,silver,65,CB,300,44,31,42,43,61,78,2,2,L/M,Right,"1,299"
Marlon Hairston,Houston Dynamo,USA 1,silver-nr,65,RB,950,77,58,58,65,59,64,2,3,H/M,Right,"1,703"
Patrick Mullins,Toronto FC,USA 1,silver-nr,65,ST,500,60,64,43,62,29,65,2,3,H/M,Left,"1,479"
Marius Lundemo,Rosenborg BK,NOR 1,silver-nr,65,CM,1.5K,59,57,63,63,57,70,3,3,M/M,Right,"1,686"
Simen Kind Mikalsen,Lillestrøm SK,NOR 1,silver-nr,65,LB,200,73,60,57,61,63,71,2,2,H/M,Left,"1,734"
Kim Yong Hwan,Pohang Steelers,KOR 1,silver,65,LB,1K,85,39,57,65,56,68,2,4,H/H,Right,"1,596"
Ahn Yong Woo,Sagan Tosu,JPN 1,silver-nr,65,RM,350,75,59,62,66,35,63,3,3,H/L,Left,"1,607"
Eric Miller,New York City FC,USA 1,silver-nr,65,RB,7.5K,75,37,53,59,62,68,2,3,M/H,Right,"1,579"
Tommy Thompson,San Jose Earthquakes,USA 1,silver,65,RB,800,69,57,61,73,59,61,4,2,H/H,Right,"1,732"
Jan Zwischenbrugger,SCR Altach,AUT 1,silver-nr,65,CB,500,62,46,55,55,64,69,2,3,M/M,Right,"1,560"
Abdulaziz Al Bishi,Al Ittihad,SAU 1,silver,65,RM,450,89,55,58,67,27,66,3,3,H/L,Left,"1,616"
Song Boxuan,Tianjin Quanjian,CHN 1,silver-nr,65,LM,7.9K,75,47,63,65,44,61,3,4,H/M,Left,"1,594"
Stefan Scougall,Carlisle United,ENG 4,silver-nr,65,CM,1K,76,59,63,70,48,67,3,3,H/M,Left,"1,704"
Jeff Hardeveld,Heracles Almelo,NED 1,silver-nr,65,CB,700,61,40,58,62,64,63,2,3,M/H,Left,"1,618"
Lee Myung Jae,Ulsan Hyundai,KOR 1,silver-nr,65,LB,400,69,42,60,67,59,62,3,3,M/M,Left,"1,586"
James Bree,Luton Town,ENG 2,silver-nr,65,RB,8K,69,40,59,61,63,65,2,2,M/M,Right,"1,572"
Erivaldo,Marítimo,POR 1,silver-nr,65,RM,1.3K,75,62,55,70,37,49,3,3,M/M,Right,"1,551"
Arkadiusz Kasperkiewicz,Rakow Czestochowa,POL 1,silver-nr,65,CB,800,61,42,53,51,63,74,2,3,H/M,Right,"1,566"
Fan Yunlong,Guangzhou RF,CHN 1,silver-nr,65,CM,850,73,51,66,68,51,71,3,3,M/M,Right,"1,700"
Gabriel Mutombo,US Orléans,FRA 2,silver-nr,65,CB,10K,48,26,45,41,64,71,2,2,M/M,Right,"1,309"
Ding Haifeng,Guangzhou RF,CHN 1,silver-nr,65,LWB,650,79,45,64,67,57,62,3,3,H/M,Left,"1,689"
Mateusz Wdowiak,Cracovia Kraków,POL 1,silver,65,LM,300,86,53,59,67,40,60,2,2,M/M,Right,"1,617"
Xie Pengfei,Jiangsu Suning,CHN 1,silver-nr,65,LM,6.5K,77,62,57,66,46,67,3,3,H/L,Left,"1,605"
Eric Smith,Tromsø IL,NOR 1,silver,65,CDM,1.6K,64,56,61,62,57,74,2,3,M/M,Right,"1,646"
Luis Chavez,Pachuca,MEX 1,silver-nr,65,CM,2.4K,71,61,66,68,58,50,3,2,M/M,Left,"1,676"
Vykintas Slivka,Hibernian,SCO 1,silver-nr,65,CM,1K,52,57,64,68,59,67,3,3,M/M,Right,"1,669"
Dominic Ball,Queens Park Rangers,ENG 2,silver-nr,65,CDM,1K,60,41,55,58,65,70,2,2,L/H,Right,"1,557"
Liam Kinsella,Walsall,ENG 4,silver-nr,65,CM,10K,74,53,61,65,65,77,2,3,M/H,Right,"1,801"
Zhao Yuhao,Hebei China Fortune,CHN 1,silver-nr,65,CDM,3K,63,38,52,55,64,71,2,2,M/H,Right,"1,572"
Jose Carlos,CD Lugo,ESP 2,silver-nr,65,CB,1K,41,26,51,54,64,65,2,3,M/M,Left,"1,414"
Louis Reed,Peterborough United,ENG 3,silver-nr,65,CM,500,67,50,62,67,59,67,3,3,M/H,Right,"1,696"
Florian David,FC Chambly Oise,FRA 2,silver-nr,65,CAM,500,72,64,62,64,48,67,3,3,H/M,Right,"1,693"
Tom James,Hibernian,SCO 1,silver-nr,65,RB,750,73,55,58,62,61,72,2,3,M/H,Right,"1,725"
Denis Rodriguez,Newell's Old Boys,ARG 1,silver-nr,65,CM,500,69,60,65,67,50,55,3,3,M/M,Right,"1,699"
Yoon Seung Won,FC Seoul,KOR 1,silver-nr,65,LW,10K,76,60,60,65,30,65,3,4,H/M,Left,"1,586"
Park Dae Han,Sangju Sangmu,KOR 1,silver-nr,65,LB,4K,76,28,55,65,61,63,2,4,M/M,Right,"1,535"
Mauro Coppolaro,Virtus Entella,ITA 2,silver-nr,65,RB,400,69,42,53,57,64,73,2,4,M/H,Right,"1,553"
Marc Kibong Mbamba,Denizlispor,TUR 1,silver-nr,65,CDM,4.9K,72,60,59,67,59,71,3,3,H/H,Right,"1,726"
Franco Cristaldo,Central Cordoba,ARG 1,silver-nr,65,CDM,700,73,56,62,69,57,66,3,3,M/M,Right,"1,760"
Okan Kocuk,Galatasaray,TUR 1,silver-nr,65,GK,700,66,68,61,68,33,62,1,2,M/M,Right,593
Jens Jakob Thomasen,Odense Boldklub,DEN 1,silver-nr,65,CM,700,62,60,62,63,62,60,2,3,M/M,Right,"1,701"
Kevin Vermeulen,RKC Waalwijk,NED 1,silver-nr,65,CAM,10K,50,63,60,63,54,67,3,3,H/H,Right,"1,687"
Lukas Jager,1. FC Nürnberg,GER 2,silver-nr,65,CDM,5.5K,58,43,54,59,65,70,2,3,M/H,Right,"1,569"
Benjaloud Youssouf,AJ Auxerre,FRA 2,silver-nr,65,RB,2K,74,38,56,60,62,63,2,2,H/M,Right,"1,578"
Mouaad Madri,Racing Club de Lens,FRA 2,silver-nr,65,CAM,10K,73,60,60,66,26,57,3,3,M/M,Right,"1,557"
Luis Ruiz,RC Deportivo,ESP 2,silver-nr,65,LB,200,72,34,50,60,63,67,2,2,M/M,Left,"1,533"
Claudio Jopia,Huachipato,CHL 1,silver-nr,65,LB,10K,74,48,60,66,61,73,3,3,M/M,Left,"1,673"
Borja Lazaro,CF Fuenlabrada,ESP 2,silver-nr,65,ST,200,39,65,46,57,32,72,2,4,M/M,Right,"1,456"
Florian Jamnig,SCR Altach,AUT 1,silver-nr,65,RM,10K,82,62,60,63,33,57,2,4,H/M,Right,"1,576"
Tobias Knoflach,Rapid Wien,AUT 1,silver-nr,65,GK,1K,66,60,61,71,47,65,1,3,M/M,Right,814
Damian van Bruggen,VVV-Venlo,NED 1,silver-nr,65,CB,9.6K,64,56,49,55,62,72,2,3,M/M,Right,"1,608"
Farrend Rawson,Forest Green Rovers,ENG 4,silver-nr,65,CB,3K,58,27,45,48,63,74,2,3,H/M,Right,"1,398"
Mario Ebenhofer,FC Botoșani,ROM 1,silver-nr,65,LM,1.6K,73,57,62,64,39,57,3,4,M/M,Left,"1,560"
Tom Pett,Lincoln City,ENG 3,silver-nr,65,CAM,2.2K,72,58,61,68,48,54,3,4,M/M,Right,"1,666"
Manfred Osei Kwadwo,1. FC Magdeburg,GER 3,silver-nr,65,RM,800,82,53,58,71,31,51,3,4,M/M,Right,"1,580"
Jordan Williams,Rochdale,ENG 3,silver-nr,65,CB,900,57,42,59,58,63,69,2,3,M/M,Right,"1,575"
Gabriel Diaz,Patronato,ARG 1,silver-nr,65,CB,3.2K,57,25,37,40,63,71,2,2,M/M,Right,"1,318"
Marco Komenda,SV Meppen,GER 3,silver,65,CB,4K,81,39,52,57,63,76,2,4,H/M,Left,"1,616"
Lewie Coyle,Fleetwood Town,ENG 3,silver-nr,65,RB,10K,71,34,56,63,61,64,2,3,H/M,Right,"1,559"
Tafari Moore,Plymouth Argyle,ENG 4,silver-nr,65,RB,7.4K,83,37,53,60,60,65,2,3,H/M,Right,"1,586"
Josh Vickers,Lincoln City,ENG 3,silver-nr,65,GK,10K,67,63,60,65,42,62,1,3,M/M,Right,800
Alessandro Ciranni,Mouscron,BEL 1,silver-nr,65,RB,2K,71,52,64,65,62,47,3,3,H/M,Right,"1,658"
Steve Kroll,SpVgg Unterhaching,GER 3,silver-nr,65,GK,200,66,63,59,67,37,63,1,3,M/M,Right,735
Tyronne Ebuehi,SL Benfica,POR 1,silver,65,RB,10K,87,40,52,64,63,59,2,3,M/M,Right,"1,587"
Dabney Dos Santos,Heracles Almelo,NED 1,silver,65,LM,2.8K,86,55,59,69,29,49,4,3,M/M,Right,"1,579"
Fabio Strauss,Admira Wacker,AUT 1,silver,65,CB,500,36,28,40,33,64,71,2,3,M/M,Right,"1,232"
Alex Gersbach,Aarhus GF,DEN 1,silver-nr,65,LB,450,80,36,55,62,61,69,2,3,M/M,Left,"1,603"
Hubert Matynia,Pogoń Szczecin,POL 1,silver-nr,65,LB,600,79,45,52,59,61,57,2,4,M/M,Right,"1,606"
Serge Leuko,CD Lugo,ESP 2,silver-nr,65,RB,2K,75,50,56,60,60,69,2,3,M/M,Right,"1,679"
Balint Vecsei,FC Lugano,CHE 1,silver-nr,65,CM,10K,57,61,66,69,54,69,3,3,M/M,Left,"1,724"
Mauricio Tevez,Newell's Old Boys,ARG 1,silver-nr,65,RW,,77,61,62,69,25,58,3,3,M/M,Right,"1,601"
Mateo Cardona,Cucuta Deportivo,COL 1,silver-nr,65,CAM,1K,67,57,65,66,34,65,3,3,M/L,Right,"1,591"
Marco,Paços de Ferreira,POR 1,silver-nr,65,GK,650,70,63,59,66,37,61,1,1,M/M,Right,739
Nilson Castrillon,Deportes Tolima,COL 1,silver-nr,65,RB,650,69,29,47,55,63,69,2,3,M/M,Right,"1,455"
